NAZWA_1;NAZWA_2
Falbówki;
Wytrzyszczek;
Zimnowiec;
Leńczowskich;Braci
Kotarby;Józefa
Podkamycze;
Balicka;
Strugi;
Podłonie;
A8;
A10;
B2;
B4;
E2;
C20;
C22;
C24;
Amerykańska;
Wyborna;
Rzyczyska;
Nad Naramką;
Wokalna;
Na Winnice;
Garlicka;
Marszowiecka;
Autowa;
Wzorowa;
Bujaka;Franciszka
Tabora;Wilhelma
Słomka;
Janów Górny;
Na Węgry;
Blakówka;
Równie;
Duchówka;
Zwór;
Zapotok;
Więckówka;
Niewinna;
Łaski;
Cerchla;
Zamakowisko;
Sari;Ady
Junior;
Lubiatów;
Osiedle Dębowe;
Białkowska;
Małoodrzańska;
Daneckiej;Stanisławy
Pęckowskiego;Zbigniewa
Walki Zbrojnej;
Bergela;Rajmunda
Spytka;Jordana
Tarnówka;
Czarny Potok;
Świdzińskiego;prof. Henryka
Nitribitta;Romana
Mur;
Wilcze Doły;
Szerszeniówka;
Jeziory;
Zabanie;
Cichoniówka;
Karpały;
Ludźmierska;
Szaflarska;
Wżarowa;
Bazielicha;Wiktora
Bereki;
Bór;
Kowaniec;
Na Równi;
Nadmłynówka;
Zachemskiego;Jakuba
Ustronie Górne;
Stylchyn;
Hoborg;
Sobczańska;
Kosibowicza;ks. J.
Guzówka;
Mików;
Przylasek;
Wymyśle;
Stronie;
Jarek;
Leona;Ojca
Glinik;
Polanki;
Polny Młyn;
Cybińska;
Miętusowa;
Zamłynie;
Kurpińska;
Dzigorzewska;
Wierna;
Kaszyńskiego;prof. Stanisława
Parkanowa;
Zagajna;
Borowiny;
Bardowskiego;Piotra
Borek;
Cezarego;
Danuty;
Drewniana;
Grzegorza;
Ireny;
Jerozolimska;
Joanny;
Magdaleny;
Nadpiliczna;
Niebrowska;
Rodego;im.
Szymanówek;
Sidło;Janusza
Mulaka;Jana
Chrustowska;
Bziniaki;
Łazarkówka;
Tromowa;
Walczaki;
Pod Brzegiem;
Podtatrzańska;
Skotnica Górna;
Oleksówki;
Dzioł;
Limierzyska;
Pod Skałką;
Kurzaków;
Lubań;
Zakopie;
Wybraństwo;
Kras;
Tylka;
Hawryłowicza;
Jana z Kolna;
Bednarskiego;Jana
Buflak;
Józefczaka;Stanisława
Lubertowicza;Zygmunta
Topolowe;
Krzystyniaka;płk. Stanisława
Halikowskiego;Mikołaja
Dziubka;Wendelina
Pilcha;Andrzeja
Joniaka;ks. Stefana
Konstruktorów;
Lisowskiego;Kazimierza
Misia Uszatka;
Pod Filarami;
Podwójna;
Porcelanowa;
Sorbska;
Noclegowa;
Marzycieli;
Dzielec;
Do Grodziska;
Góra Jałowcowa;
Węgielnica;
Dominika;Józefa
Drogowców;
Sośnie Dolne;
Kity;
Świniarki;
Piwowary;
Śmigowskie;
Kraljevska;
Waszczyka;Jerzego
Węgliska;
Kąciki;
Pełtników;
Podłazie;
Podzagonie;
Pryczków;
Balarów;
Kowolówka;
Pod Grapą;
Nad Zaporą;
Topory;
Skibówki;
Hrube Niżne;
Hrube Wyżne;
Spyrkówka;
Stachonie;
Skupniowa;
Gliczarowska;
Łysa Polana;
Brzyski;
Stefany;
Potok Bryjów;
Sobiczkowa Bór;
Szeligówka;
Śmiechówka;
Jesionkówka;
Stasikówka;
Łojasa;Ludwika
Zarębek Wyżni;
Bryjewskiej;Stefanii
Miśkowcówka;
Na Banię;
Wójtowiczowa;
Dekoracyjna;
Dionizosa;
Fantazego;
Kiełpińska;
Raculka;
Osiedle Wygoda;
Klinkierowa;
Apolla;
Plac Bohaterów;
Plac Pocztowy;
Borchers;Anny
Edwardów;
Posejdona;
Różowa;
Tarpanowa;
Zyty;
Hermesa;
Heraklesa;
Melpomeny;
Popielata;
Plac Kolejarza;
Lubicz;Haliny
Kaziowa;Michała
Szafrana;Profesora Zygmunta
Geologiczna;
Pożaryskiego;Mieczysława
Radomszczańska;
Nehrebeckiego;Lucjana
Instalacyjna;
Wenedy;Lilii
Billewiczówny;
Kempfinówka;
Zdzieszulicka;
Pod Ługami;
Sercańska;
Przyjaźń;
Asza;Szaloma
Skrudlak;
Pod Sobotą;
Folusz;
Jaksy;
Sośnie Górne;
Gurgacza;ks. Władysława
Heliosa;
Pinokia;
Krępowska;
Dolina Luizy;
Barcewicza;
Górskiego;Franciszka
Klepy;Tomasza
Zbawiciela;
Malickiej;Wandy
Olszyny;
Rólki;
Kanada;
Myto;
Pagory;
Wielicka;
Keramzytowa;
Amelii;
Karbońska;
Łąkoszyńska;
Sławińskiego;
Sannicka;
Blizińskiego;Wacława
Nowobracka;
Burzyńska;
Płaszowska;
Boża Wola;
Dobczycka;
Górsko;
Klaśnieńska;
Kopce;
Ochota;
Kuchenna;
Piecowa;
Sałatowa;
Wiekowa;
Mieszka III;
Młynkowa;
Dylewska;
Kuligowska;
Puchały;Ułana Józefa
Podwiatraczna;
Szpotańskiego;Kazimierza
Benedykta;
Przedecka;
Pod Górami;
Szpora;Stanisława
Kowalskiej;św. Faustyny
Malczewskiej;Wandy
Raszewska;
Jawornicka;
Czerna;
Weissa;Wojciecha
Kani;Księdza
Miedzne;
Zaskawie;
Wojtyłów;Emilii i Karola
Ples;
Podłęska;
Poręby;
Staniątecka;
Lednicka;
Mietniowska;
Solarskiego;
Astronomów;
Bąkowskiego;Klemensa
Białoprądnicka;
Bibicka;
Gryfity;Jaxy
Halczyna;Wojciecha
Kopalina;
Kotlarczyków;Jana i Józefa
Łupaszki;mjr.
Machaya;ks. Ferdynanda
Nawojowska;
Nitscha;Kazimierza
Pod Szwedem;
Porzecze;
Rogalskiego;Tadeusza
Rusznikarska;
Strzelnica;
Szablowskiego;Jerzego
Tokarskiego;Juliana
Wapiennik;
Warmijska;
Wyki;Kazimierza
Za Targiem;
Zbrojów;
Zielony Most;
Zimorowicza;Szymona
Kasznicy;Stanisława
Suche Łąki;
Boguszówka;
Rożnowska;
Bodziszkowa;
Cygańska;
Czyżyków;
Gzymsików;
Herwina-Piątka;Kazimierza
Jontkowa Górka;
Kawiory;
Kluzeka;Piotra
Krakusów;
Mrówczana;
Na Mostkach;
Ochlewskiego;Tadeusza
Pachońskiego;Henryka
Prądnicka;
Pylna;
Rybałtowska;
Wądół;
Wilczy Stok;
Witkowicka;
Zimorodków;
Na Chałupkach;
Chrapkiewicza;Stefana
Leśne Działy;
Krośniewicka;
Piechowskiego;Wojciecha
Troczewskiego;dr. Antoniego
Dobrzelińska;
Zamościa;
Chyców Potok;
Na Gubałówkę;
Stary Młyn;
Pardałówka;
Guty;
Huty;
Szymaszkowa;
Tatary;
Głodówka;
Sołtystwo;
Zagóra;
Sobiczkowa;
Na Wzgórzach;
Rogaczewska;
Sikorkowa;
Pod Groniem;
Inwałdzka;
Solakiewicza;ks. Leszka
Sosienki;
Nad Jasienią;
Stare Bechcice;
Ochocza;
Cegiełka;
Świętokrzyski;
Zakrzewskiego;Zygmunta
Jurczyka;Emila
Kaniów;
Dębowa Boczna;
Wróblówki;
Brzestowa;
Zarąbki;
Bogucka;
Czubinów;
Do Świdówki;
Bednarka;
Batowicka;
Bielaka;Franciszka
Budrysów;
Chwistka;Leona
Drożyna;
Emaus;
Głogowiec;
Górka Narodowa;
Zyblikiewicza;Mikołaja
Szpunara;Bolesława
Kordulów;Braci B. i W.
Bulwar Rodła;
Fiszera;
Hamernia;
Imbramowska;
Ingardena;Romana
Jabłonkowska;
Jabłonna;
Mniszkówny;Heleny
Kłodawska;
Wagowa;
Jurowicza;Jerzego
Gibałówka;
Podkącie;
Włoszyn;
Belwender;
Kosowskiego;ks. Jana
Na Bagnie;
Borowcowa;
Modrzejowa;
Wyrowcowa;
Łużnicka;
Gronie;
Za Grapą;
Pod Tatrami;
Łazówka;
Wadowity;
Drapówka;
Brzezinki;
Chwalców;
Na Tamie;
Zabierzowska;
Gdowska;
Kaczeńce;
Krzyszkowicka;
Niepołomska;
Przyszłość;
Warzycka;
Winnicka;
Jedynaka;Józefa
Marudy;
Wroniarka;
Czarnochowska;
Korpala;Tadeusza
Mierżączka;
Skarbnika;
Kuczkiewicza;
Amazonek;
Baranieckiego;Adriana
Brązownicza;
Fabijańskich;Erazma i Stanisława
Hemara;Mariana
Jeleniowa;
Kołaczy;
Kopery;Feliksa
Nad Sudołem;
Podkowińskiego;Władysława
Proszowicka;
Przegon;
Przegorzalska;
Reymana;Henryka
Józefitów;
Kaczorówka;
Korzeniaka;Grzegorza
Lea;Juliusza
Mehoffera;Józefa
Mydlnicka;
Na Budzyniu;
Na Górkach;
Na Grabinach;
Na Nowinach;
Na Zielonki;
Ogrodniczek;
Okrąg;
Olszanicka;
Pigonia;Stanisława
Pleszowska;
Pod Stokiem;
Pod Szańcami;
Robla;Jana Zygmunta
Szopkarzy;
Truszkowskiego;ks. Stanisława
Uboczna;
Vetulaniego;Adama
Zaklucze;
Zielińska;
Bielańskiego;inż. Adama
Uzbornia;
Warzelnicza;
Storynka;
Turkowskiego;gen. Mariana
Sondla;Jana
Hoszarda;Franciszka
Volkmara;Mikołaja
Przedrynek;
Prucheniec;
Izaaka;
Kwartowa;
Lewkowa;
Kompostowa;
Komputerowa;
Mostowskiego;Tadeusza
Niemojewskiego;Andrzeja
Parcelacyjna;
Ratajska;
Rojna;
Rysownicza;
Samopomocy;
Szamotulska;
Szpinakowa;
Świetlików;
Urlopowa;
Flandryjska;
Białych Róż;
Brynickiej;Salomei
Podborskiej;Joasi
Masłochów;Lone i Lucjana
Karskiego;Jana
Niemena;Czesława
Amatorska;
Bohdanowicza;Karola
Brójecka;
Czerwcowa;
Kijanki;
Komorniki;
Matowa;
Mewy;
Mieszkalna;
Murawy;
Na Młynku;
Narewska;
Narwik;
Opałowa;
Płytka;
Pryncypalna;
Rentowna;
Rokicka;
Skupiona;
Starorudzka;
Statutowa;
Stylowa;
Suszarniana;
Szczera;
Zapłocie;
Karniowicka;
Patriotów;
Rzeszowiaków;
Romockich;Braci
Komornicka;
Nad Lasem;
Nowowolska;
Prosnaka;Karola
Wajsówny;Jadwigi
Bełchatowska;
Do Przystani;
Dworna;
Estreicherów;
Friedleina;Józefa
Gramatyka;
Hofmana;Vlastimila
Igrców;
Jemiołuszek;
Kamedulska;
Mlaskotów;
Prześwit;
Molskiego;
Osjakowska;
Księża Wieś;
Bernackiego;Karola
Pod Bocheńcem;
Świerada;św. Andrzeja
Korycińskiego;Krzysztofa
Brandyska;
Komarskiego;Zygmunta
Wilczak;
Kawalerii;
Czerwona Górka;
Berłowa;
Chwastowskiego;B.
Kopanina;
Oczkowskiego;Jana
Urbańczyka;Tadeusza
Jaworznicka;
Radki;
Warpie;
Siemota;
Bolęcińska;
Żeleńskiego;Tadeusza Boya
Śródwiejska;
Stodulskiego;
Kłobucka;
Pajęczańska;
Siemaszki;ks. Kazimierza
Włóczków;
Żelechowskiego;Kaspra
Arsenał;
Konwisarzy;
Dobrzyckiego;Jerzego
Pejzażowa;
Oszustowskiego;Wincentego
Nowa Górka;
Turowiec;
Bardosa;
Cyprysów;
Pogorska;
Żmudna;
Puchalskiego;W.
Hydro;
Harnes;
Ciężkowicka;
Sierszańska;
Gromiecka;
Dziekanowicka;
Jancarza;ks. Kazimierza
Kantorowicka;
Kopaniec;
Krzesławicka;
Łazowa;
Na Zboczu;
Nadbrzezie;
Niebyła;
Podbagnie;
Pysocice;
Rudni;
Samostrzelnika;Stanisława
Siwka;
Strumyk;
Grzmiączka;
Na Staw;
Wiarusów;
Posada;
Bagnista;
Campi;
Murowianka;
Pod Lipką;
Korty;Wacława
Żułkiewicza;Michała
Łączyska;
Równia;
Gawędówka;
Kądzieli;Franciszka
Wrońskich;Błażeja i Stanisława
Polaczka;Stanisława
Ślusarczyka;inż. Karola
Buczyna;
Pisarska;
Wierzysko;
Jaskiniowa;
Do Rudna;
Pareńskiego;Stanisława
Świąteckiego;ks. Krzysztofa
Krzeszowicka;
Gilówka;
Olszyńska;
Świetlista;
Spacerowiczów;
Mazurka;ks. Józefa
Rity;św.
Nullo;Francesco
Pasternak;
Sobiesęcka;
Smoczyka;Alfreda
Jasieńska;
Łęknicka;
Dolska;
Rękorajska;
Opacka;
Przygłów Las;
Miłaczki;
Pajdaka;
Protazego;
Sanicka;
Strzałkowska;
Szczawińska;
Kasztańska;
Wykopaliskowa;
Psarskiego;Stanisława
Rouvroy;
Lubomira;
Piechurów;
Roty;
Lipowa Boczna;
Szczakowska;
Międzynarodowa;
Aniówka;
Dół;
Rudna Droga;
Sikorówka;
Wymiarki;
Trzcionka;
Ambrożego;św.
Piaśnica;
Lipowiecka;
Chojnackiego;ks. Adolfa
Balińska;
Transportowców;
Woynarowskiej;Janiny
Luszowicka;
Jońca;ks. Józefa
Jeziorki;
Czujna;
Gawędziarzy;
Ochronkowa;
Stara Maszyna;
Motolotni;
Ptasi Raj;
Kolonia Stella;
Podskarpie;
Starzyny;
Przy Torach;
Juniorów;
Poległych;
Przasnyka;Adama
5;
32;
36;
16;
23;
Huczna;
Penelopy;
Krupy;
Parzęczewska;
Komorowskiej;hr. Aleksandry
Kowalewicka;
Wróblewska;
Fijałkowskiego;Stanisława
Grotnicka;
Szkudlarska;
Rząba;Władysława
Brużyca;
Rembowskiego;ks. Szczepana
Węgierskiej;Wandy
Barwnikowa;
Benzantronowa;
Placydowska;
Danielowa;
Radzymińska;
Nowości;
1;
3;
18;
20;
28;
30;
Kociołek;
Gazomska;
Zagańczyka;ks.
Dobra Woda;
Przydziałki;
Studziennicka;
Mogielnicka;
Przedstacyjna;
Olszówka;
Źródelna;
Szewczyki;
Białodrzew;
Niżankowska;
Dobrowolskiego;
Płaczkowska;
Zmyślańska;
Żychty;
Andrzejów;
Zamolska;
Mauretańska;
Wiatrowa;
Bzów;
Niewidziajły;Franciszka
Ateńska;
Chyża;
Łazienki;
Łysa;
Metziga;Jana
Niwicka;
Wierzbińska;
Rafałki;
Pod Papugami;
Bratka;
Szaraka;
Nadradońka;
Plac Straży;
Podkurnędz;
Krzeszewska;
Maszkowska;
Aniołowska;
Cezaka;Stefana
Grudzińska;
Krogulec;
Musierowicza;Arkadiusza
Odzieżowa;
Pawińskiego;Adolfa
Proboszczewice;
Jurgensa;Edwarda
Smardzewska;
Barowa;
Na Borach;
Na Polach;
Nad Źródłem;
Okulistów;
Stańczyka;
Stelmachów;
Tondosa;Stanisława
Trojańska;
Wiewiórskiej;Heleny
Łomnik;
Nowokaliska;
Czerniaka;Jana
Sezamowa;
Muzyczki;Ludwika
Peipera;Tadeusza
Pod Sulnikiem;
Czepca;Błażeja
Marczyńskiego;Adama
Korbutowej;Ludmiły
Bieńczycka;
Schindlerów;Braci
Cerchów;Maksymiliana i Stanisława
Dolnomłyńska;
Fatimska;
Kalwińska;
Kopiec Wandy;
Kosów;
Mierniczych;
Młotków;
Na Załęczu;
Nagłowicka;
Ogłęczyzna;
Ognistych Wici;
Organki;
Płoszczyny;
Popielnik;
Tabaczna;
Urbanistów;
Węgrzynowicka;
Woźniców;
Wróżenicka;
Zakępie;
Zesławicka;
Ziarkowa;
Osieckiego;Ludwika
Andegaweńska;
Gerlaha;Mikołaja
Sulisława;
Polskich;Braci
Kulinowskiej;Zofii
Algierska;
Badurskiego;Andrzeja
Zlotowa;
Krzemień;
Białe Sady;
Skoczyńskiego;
Wrotki;
Krauze;o. Teofila
Adamowskiego;Józefa
Wnuka;Mariana
Pod Gruszą;
Promienista;
Stanisławy;
Franciszka;
Wieżyczki;
Krzywie;
Piętnastki;
Agaty;
Jacka;
Renaty;
Adwokacka;
Małczewska;
Barokowa;
Biegańskiego;dr. Władysława
Czeremoska;
Wesele;
Zaskale;
Zielony Dół;
Pełczyńskiego;gen. Tadeusza
Tumanowicza;Waleriana
Wójcickiego;Michała
Na Wyrębę;
Fieldorfa-Nila;gen. Augusta
Bożywoja;
Grębałowska;
Jadźwingów;
Jeziorko;
Kłosowskiego;Stanisława
Kocmyrzowska;
Lubocka;
Łowińskiego;Karola
Mierzwy;Stanisława
Mrozowa;
Niewielka;
Plastusia;
Płomyczka;
Wyciąska;
Zawielgusie;
Złoczowska;
Żółwia;
Czeczeńska;
Mistrzejowicka;
Urbanowicza;gen. Witolda
Morstina;Ludwika Hieronima
Arktyczna;
Bartników;
Chlebiczna;
Burskiego;Adama
Krakówek;
Mrocka;
Ujastek;
Urszulki;
Ziemianek;
Marycjusza;Szymona
Bruśnicka;
Mosdorfa;Jana
Łopackiego;Jacka Augustyna
Mycielskiego;Andrzeja
Uziembły;Henryka
Batki;Mariana
Bieżanowska;
Czarnochowicka;
Czeczotta;Henryka
Czyżówka;
Danalówka;
Gołąba;Stanisława
Stryjkowskiego;Macieja
Alejowa;
Szukalskiej;Anny
Jasne Błonia;
Helenówek;
Jaglana;
Odpadki;
Parowa Płocka;
Winowców;
Tajber;Matki Pauli Zofii
Stróżeckiego;Jana
Bacewiczówny;Grażyny
Bukszpanowa;
Drożyska;
Florera;Romana
Grąby;
Hektary;
Hutnika;Michała
Na Niwach;
Odmętowa;
Ostafina;Józefa
Miroszewska;
Rozrywkowa;
Kwasowa;
Rudna;
Grzybki;
Hoborskiego;Antoniego
Jaglarzów;Michała i Stanisława
Janowa Wola;
Jarockiego;Władysława
Józefińska;
Kędzierzyńska;
Kochmańskiego;Tadeusza
Kosocicka;
Krochmalniki;
Krzymuskiego;Edmunda
Lei;Franciszka
Lubostroń;
Łapanowska;
Muzyków;
Na Wrzosach;
Niedzicka;
Nierówna;
Obrony Tyńca;
Pawła z Krosna;
Piaseckiego;Sergiusza
Potrzask;
Powroźnicza;
Puszkarska;
Pychowicka;
Rabsztyńska;
Rollego;Karola
Schweitzera;Alberta
Seweryna;prof. Tadeusza
Smolarzy;
Soroki;
Stattlera;Wojciecha
Stawisko;
Szymkiewicza;Dezyderego
Tymotkowa;
Warszewicza;Józefa
Leśne Górki;
Gajocha;Jana
Jaskra;Mikołaja
Jeziorany;
Jutrzenka;
Jutrzyńska;
Łuczanowicka;
Martenowska;
Podrzecze;
Wierzynka;Mikołaja
Zagościniec;
Ciekowiec;
Kolędnicza;
Birkuta;Mateusza
Sycha;Marka
Zaporębie;
Aleksandry;
Babińskiego;dr. Józefa
Bagrowa;
Balickiego;Stanisława
Czarodziejska;
Darasza;Wojciecha
Do Groty;
Golikówka;
Horaka;Alojzego
Kluszewskiego;Jacka
Kolna;
Królówka;
Krzyżańskiego;Mirosława
Kurczaba;Jana
Kwietna;
Laudańska;
Ludwinowska;
Małka;Zbigniewa
Miłkowskiego;Zygmunta
Na Grządkach;
Na Klińcu;
Na Pokusie;
Na Ustroniu;
Nad Drwiną;
Narvik;
Nenko;Julii
Przekątna;
Przemiarki;
Rękawka;
Romanowicza;Tadeusza
Kukulskiego;
Szewczyka;
Kierocińskiej;Janiny
Ożegowska;
Polaków;Braci
Narwiańska;
Żeglińska;
Pisary;
Podgórki;
Drożdżownik;
Kęciki;
Nad Pasieką;
Zielona Boczna;
Siedliski;
Chochołowska;
Drożdżowa;
Facimiech;
Fedkowicza;Jerzego
Fosa;
Gardowskiego;Ludwika
Geologów;
Habeli;Adama
Heligundy;
Kallimacha;Filipa
Kostrzecka;
Krymska;
Kurasia;Ferdynanda
Lasówka;
Libertowska;
Lirników;
Żurawiec;
Stara Woda;
Kumalówka;
Bogucianka;
Brożka;Jana
Brzask;
Do Luboni;
Domagały;Mariana
Halszki;por.
Heila;Edwarda
Kobierzyńska;
Kopiec Krakusa;
Koźlarska;
Krzywda;
Kusia;ks. Jana
Lisa-Kuli;Leopolda
Łutnia;
Malutka;
Mochnaniec;
Morozewicza;Józefa
Pod Pomnikiem;
Podwórkowa;
Przełom;
Radnickiego;Zygmunta
Rakuś;
Redemptorystów;
Skalica;
Skowronia;
Stępice;
Stolarza;Stefana
Strumienna;
Szastera;Jana
Malwinki;
Jeża;
Swędowska;
Witanówek;
Jeziorańskiego;Jana
Albina;
Wiesławy;
Lasockich;
Akwarelowa;
Chochoła;
Jażdżewskiego;Konrada
Rowida;Henryka
Swarożyca;
Ubeliny;
Wiatra;Narcyza
Wysockiej;Stanisławy
Padniewskiego;bp. Filipa
Jasełkowa;
Freege'go;Emila
Korohody;Jerzego
Baziaka;Eugeniusza
Małego Księcia;
Za Ogrodem;
Tomickiego;bp. Piotra
Sajakówka;
Bocznica;
Bonarka;
Czechowicza;Szymona
Dauna;Alfreda
Druskiennicka;
Golkowicka;
Gołaśka;
Gryglewskiego;Aleksandra
Grzecha;Jana
Jędrzejczyka;Ludwika
Kaimska;
Kapelanka;
Kępna;
Kłuszyńska;
Landaua;Lwa
Lasek;
Lilli Wenedy;
Lipowskiego;Wojciecha
Na Kozłówce;
Na Łuku;
Na Zrębie;
Nazaretańska;
Welońskiego;Piusa
Wlotowa;
Wyrwa;
Wysłouchów;Marii i Bolesława
Motarskiego;Tadeusza
Łosiówka;
Łukowiec;
Bulwar Poleski;
Śliwy;Leopolda
Centkiewiczów;
Jakubca;Władysława
Topiarnia;
Zaciernie;
Pokutyńskiego;Filipa
Piltza;dr. Jana
Bocianów;
Wiktora;
Własna;
Bądkowska;
Kozietulska;
Starostokowa;
Wilczogórska;
Zastacyjna;
Kawęczyńska;
Jasieniecka;
Czachowska;
Dziarnowska;
Na Markus;
Wielkie Pola;
Stary Trakt;
A3;
A5;
E3;
C2;
C17;
C19;
A15;
A17;
Pękowicka;
Na Podskalu;
Na Łąki;
Atrakcyjna;
Jackowa;
Myconia;
Podlipowe;
Górszczyka;Antoniego
Beka;Józefa
Zagórzan;
Kolonia-Chodów;
Pomowska;
Janów Dolny;
Dobka;Kasztelana
Przedbronie;
Stadnicka;
Stojowicka;
Smolenia;Jana
Soboniowicka;
Syreńskiego;Szymona
Szybisko;
Świebodzicka;
Taklińskiego;Władysława
Uśmiech;
Zaborze;
Matlakowskiego;Władysława
Trojdena;Księcia
Drzewiarzy;
Pionkowska;
Tyszki;Adama
Ryczywolska;
Sarnowska;
Trylogii;
Łazy;
Pustki;
Reginy;
Sadurkowska;
Aleja Róż;
Krobowska;
Starostwo;
Prażmowska;
Przy Kościółku;
Lewiczyńska;
Poświętne;
Gośniewska;
Niemojewska;
Słowików;
Parcela;
Kolonia Piaski;
Księża Góra;
Przytorowa;
Koźmińskiego;Ojca Honorata
Parowa Okólna;
Pieczoługi;
Trzaskomy;Księdza Jana
Chylińskiego;ks. Eugeniusza
Stefanowicza;Kazimierza
Bartna;
Kalenkiewicza;Macieja
Litawora;
Mirowska;
Na Błoniach;
Na Polankach;
Obopólna;
Orlich Gniazd;
Pod Skałą;
Pużaka;Kazimierza
Skarbińskiego;Stanisława
Podhalnie;
Port Solny;
Przełazek;
Przewiewna;
Siemienowicza;Kazimierza
Siemomysła;
Flasińskiego;ks. Franciszka
Podbuczyna;
Bielińskiego;
Nowy Zjazd;
Lewandowicz;Hanki
Martyrologii;
Stara Brzóza;
Chartowa;
Czwartek;
Głowaczowska;
Zdziczów;
Olszankowa;
Zakamycze;
Zarudawie;
Złoty Róg;
Żabiniec;
Żmujdzka;
Kukiela;gen. Mariana
Grabczaka;Ignacego
Dytmara;Sołtysa
Kadrówki;
Bakałarzy;
Białe Wzgórze;
Chałupki;
Czarnolaska;
Habina;
Igołomska;
Irzykowskiego;Karola
Isep;
Komasy;
Lasowisko;
Luborzycka;
Nowolipki;
Ostrów;
Ostrówka;
Perkuna;
Rusiecka;
Syrachowska;
Włodarczyka;Bronisława
Petöfiego;Sandora
Flame;Henryka
Luzara;ks. Mariana
Kurzei;ks. Józefa
Kuczkowskiego;ks. Mikołaja
Ptaka;Franciszka
Anusi;
Babinicza;
Barty;płk.
Bellerta;Józefa
Bierkowskiego;Ludwika
Bogdanowskiego;Wincentego
Ciołkosza;Adama
Dębskiego;Macieja
Fałęcka;
Jachimeckiego;Zdzisława
Jugowicka;
Kierzkowskiego;Kazimierza
Korepty;Jana
Mazury;
Przecinka;
Stromiecka;
Oleksowska;
Hamernicka;
Karolkowa;
Krakowiańska;
Przybyszewska;
Strupiechowska;
Cierniówka;
Worowska;
Zbyszewska;
Parkingowa;
Zielewska;
Manczarskiego;Józefa
Marcinowskiego;Stanisława
Mazowieckiego;Księcia Konrada
Zwoleńska;
Sztobryn;Zofii
Wójcików;
Na Granicy;
Starcówka;
Czerwona Góra;
Świerdzowa;
Ulanowska;
Bagno;
Festiwalowa;
Tęczyńskich;
Osiedle POM;
Ludmiłowska;
Łukówiecka;
Polankowa;
Seelowska;
Świebodzińska;
Dębrznicka;
Łagowska;
Jana Pawła I;
Suwalna;
Schabowskiego;ks. Józefa
Dietricha;ppłk. Edwarda
Lasek Brzozowy;
Izabelińska;
Stegna;
Sonaty;
Radziwiłła;Księcia Konstantego
Dłużewskich;
Tusińska;
Kruszyn;
Grudzie;
Wardenckiego;Tadeusza
Smereka;Mieczysława
Piusa XI;
Lokalna;
Jaskółki;
Falująca;
Kowalika;Tadeusza
Małołęcka;
Babia;
Kółko;
Lanckorona;
Monowicka;
Tyszkiewicza;
Wilamowicka;
Balony;
Strażaków;
Węglarzówka;
Głębowicka;
Rafała;o.
Przykiec;
Podksięże;
Role;
Bossowskiego;Zdzisława
Wydymaj;
Stilonowa;
Kućki;Waldemara
Górczyńskie;
Haska;
Dereszowa;
Grabca;
Klementowskich;
Przy Gazowni;
Rydza-Śmigłego;
Trasa Północna;
Olbrychta;Tadeusza
Rzeźniczaka;Franciszka
Czapliniecka;
Skaleniowa;
Kletnia;
Karolowa;
Herbertowska;
Żywotna;
Cierniówki;
Brus;
Bojarskiego;Józefa
Wilguckiego;Księdza Emila
Runge;
Kaczkowskiego;
Przyszłości;
Siwińskiego;Jerzego
Zegrzyńska;
Strużańska;
Szumiący Las;
Koszteli;
Krąselki;
Husarii;
Pęczkowskiego;kpt. Benedykta
Harmonii;
Hubickiego;gen. Stefana
Jorkuna;Adama
Łabędziowa;
Ropelewskiej;Marii
Wichradzka;
Kuropieski;ks. Józefa
Padewskiego;św. Antoniego
Czcibora;
Eterowa;
Gotycka;
Hipoteczna;
Jagny;
Kieratowa;
Warsa i Sawy;
Doranta;kpt. Tadeusza
Konwy;Stacha
Padlewskiego;Zygmunta
Bielna;
Karolewo;
Tama Kolejowa;
Budowlańców;
Amazonitowa;
Honorowa;
Gomulickiego;Wiktora
Jasiobędzkiego;Józefa
Tchorka;Karola
Nodzykowskiego;Józefa
Czerwienna;
Pączkowskiego;Stanisława
Garczaków;
Aleja Legionów;
Obrońców Lwowa;
Aleja 3 Maja;
Instytucka;
Złotej Renety;
Bohaterska;
Antyczna;
Bartkiewicza;Zygmunta
Boksytowa;
Gontyny;
Grabieniec;
Jodowa;
Klasyczna;
Kolektywna;
Gałachy;
Sachalin;
Jonschera;dr. Karola
Julianowska;
Klimatyczna;
Klinowa;
Nasielska;
Ostrzykowizna;
Mieszki;ks.
Regionalna;
Kolasińskiego;Tadeusza
Kusa;
Nad Karolewką;
Omłotowa;
Płatowcowa;
Pływacka;
Praussa;Ksawerego
Rąbieńska;
Rychlińskiego;Tomasza
Szermiercza;
Wieczność;
Łukawskiego;Stanisława
Dniestrzańska;
Rubinsteina;Artura
Anstadta;Karola
Adwentowicza;Karola
Graniowa;
Iłłakowiczówny;Kazimiery
Krzemieniowa;
Manewrowa;
Marczaka;Karola
Newerlego;Igora
Pograniczna;
Reglowa;
Rogowicza;Stefana
Strążyska;
Surowcowa;
Szarady;
Bielicowa;
Fizyczna;
Hektarowa;
Białe Błoto;
Nadleśnictwo;
Mokradle;
Kompozytorów;
Trasa Mazurska;
Chętnika;
Most Kopański;
Kikuły;Macieja
Wenusowa;
Bagińska;
Harusewicza;Jana
Lubiejewska;
Mieszka;Marcina
Witaminowa;
Żale;
Brodna;
Wysocka;
Wiślicka;
Zawodowa;
Żukowskiego;F.
Łokietkówny;Elżbiety
Belzacka;
